Country Name,Country Code,Indicator Name,Indicator Code,Year,Value
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,1965,523694949.4
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,1965,3663333333
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1965,67978153851
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,1965,972159611.1
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,1965,599759760.1
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,1965,90950278258
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1965,997919320.8
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,1965,868571428.6
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,1965,13593932.32
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1965,3120861499
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,1965,2097199161
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1965,1698319328
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,1965,54879978.05
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,1965,921600736.3
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1965,2948331090
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,1965,833563473
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1965,21840000000
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,1965,367053111.3
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1965,255340475
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1965,2956337669
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,1965,159594492.5
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,1965,673383510.8
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,1965,5874537650
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1965,21000586933
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,1965,8058681060
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,1965,735267081.7
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1965,5654463586
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,1965,63279974.69
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1965,5929231415
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1965,852485300
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1965,6517349772
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,1965,344176055.1
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1965,2881500000
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1965,4687464055
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,1965,443587301.6
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,1965,176534588.4
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,1965,148799980
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1965,1447701149
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1965,1210058228
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,1965,974644096.1
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,1965,359523809.5
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,1965,877720000
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,1965,243725898
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1965,154150000
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1965,24795499686
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,1965,70279971.89
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,1965,15603031.99
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,1965,1329842435
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,1965,416926303.3
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,1965,187300310.4
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1965,4388937649
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,1965,736568861.9
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,1965,991047619
Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,1965,11966666667
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,1965,884502310
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1965,1893103448
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1965,7.437E+11
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,1965,15108295.56
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,1965,8427777778
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1965,13068994772
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,1965,1082857143
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1965,1311435800
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1966,1399999967
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1966,27307844369
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1966,10887682273
Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,1966,165444571.4
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,1966,18651883472
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,1966,302925235.2
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,1966,433889766.2
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,1966,6439687854
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,1966,340000000
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,1966,44450044.45
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,1966,134173375.3
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1966,662500000
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,1966,132757528
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,1966,51465655.39
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,1966,157930018.1
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1966,61088384037
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1966,16480058705
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,1966,7162633082
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1966,76720005492
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1966,1024102882
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,1966,851112534.6
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,1966,220613582
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,1966,5428518519
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1966,647305630.2
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,1966,11931739859
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,1966,983900000
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1966,3039859187
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1966,2429308639
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,1966,5278005612
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1966,28721062242
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1966,9208524505
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1966,150603925.5
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1966,1.10046E+11
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,1966,64397131.08
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,1966,245849781.3
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1966,1.08573E+11
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1966,2138028169
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,1966,44212081.35
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,1966,69110000
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,1966,8591517944
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1966,1390700000
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,1966,228705882.4
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1966,2489845017
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,1966,549950000
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,1966,368948599.7
India,IND,GDP (current US$),NY.GDP.MKTP.CD,1966,45865462034
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1966,3104034393
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,1966,6789938672
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,1966,628893310.4
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,1966,3980000000
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1966,73654870011
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,1966,1096759561
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,1966,657999736.8
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,1966,1.05628E+11
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1966,1164519674
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,1966,914285714.3
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,1966,14469078.18
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1966,3929055144
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,1966,2391199044
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1966,1751470588
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,1966,56699977.32
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,1966,968440149.5
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1966,2876401297
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,1966,900264584.6
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1966,24320000000
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,1966,293103482.4
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1966,266533605.2
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1966,3143517944
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,1966,164206536.4
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,1966,702296078.6
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,1966,6366917453
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1966,22867203317
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,1966,8696460205
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,1966,906811943.8
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1966,5863733231
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,1966,67759972.9
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1966,6561108778
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1966,928833000
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1966,7189017888
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,1966,390992062.6
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1966,3170500000
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1966,5135387846
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,1966,465888888.9
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,1966,215659453.6
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,1966,124525702.9
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1966,1485344828
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1966,1246908186
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,1966,1096425608
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,1966,375630252.1
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,1966,929520000
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,1966,257375897
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1966,190350000
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1966,26971486546
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,1966,76859969.26
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,1966,16443033.71
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,1966,1321204503
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,1966,432794921.7
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,1966,216136231.4
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1966,5279230817
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,1966,723735635.5
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,1966,1040952381
Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,1966,14100000000
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,1966,925381492.4
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1966,1805555556
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1966,8.15E+11
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,1966,16099959.75
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,1966,8781333333
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1966,14211394315
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,1966,1264285714
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1966,1281749500
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1967,1673333418
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1967,30442724871
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1967,11579431669
Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,1967,178297142.9
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,1967,19992040788
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,1967,306221953.1
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,1967,450753923.5
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,1967,7253575688
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,1967,390196078.4
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,1967,47431255.75
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,1967,155102980.1
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1967,748250000
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,1967,139029537.2
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,1967,58642354.09
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,1967,163820513.6
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1967,65668655501
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1967,17740013179
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,1967,7057478295
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1967,72881364882
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1967,1082922726
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,1967,936175260
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,1967,237397428.1
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,1967,5825170438
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1967,699456618.9
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,1967,13059064375
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,1967,1034800000
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1967,3370870376
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1967,2553595172
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,1967,5605484299
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1967,31647119228
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1967,9368954010
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1967,162625885.9
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1967,1.18973E+11
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,1967,66225403.56
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,1967,271543680
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1967,1.13117E+11
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1967,1748837209
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,1967,46695006.96
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,1967,72317446.93
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,1967,9275600800
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1967,1453500000
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,1967,250176470.6
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1967,2692474989
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,1967,598100000
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,1967,369124199.7
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,1967,5667756628
India,IND,GDP (current US$),NY.GDP.MKTP.CD,1967,50134942204
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1967,3343636773
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,1967,7555383690
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,1967,621225962.2
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,1967,4030000000
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1967,81133120065
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,1967,1148014311
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,1967,631679747.3
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,1967,1.23782E+11
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1967,1232559507
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,1967,962857134.3
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,1967,16742338.25
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1967,4855892446
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,1967,2441599023
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1967,1859465021
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,1967,59261976.3
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,1967,974721762.5
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1967,3046345314
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,1967,956436932.1
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1967,26560000000
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,1967,275494477.6
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,1967,420359035.9
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1967,282615310.2
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1967,3188924677
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,1967,180036767.6
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,1967,665586872.3
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,1967,5203237919
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1967,25087562181
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,1967,9514496703
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,1967,841974025.5
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1967,5961418094
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,1967,107151832.5
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1967,7464510710
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1967,1034376400
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1967,7724873935
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,1967,441728182.7
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1967,3532700000
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1967,5740241166
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,1967,492674603.2
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,1967,220984367.6
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,1967,159560018
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1967,1608333333
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1967,1246480766
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,1967,1238035816
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,1967,25203524.03
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,1967,348895027.6
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,1967,976200000
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,1967,271781886.8
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1967,220700000
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1967,29275995675
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,1967,74759970.1
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,1967,16632032.13
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,1967,1443717801
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,1967,449826322.6
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,1967,231706439.7
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1967,5638461442
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,1967,761981474
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,1967,1085714286
Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,1967,15644444444
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,1967,967240655.2
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1967,1597142857
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1967,8.617E+11
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,1967,15835106.03
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,1967,9250000000
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1967,15821393671
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,1967,1368000000
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1967,1397002000
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1968,1373333367
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1968,32714085234
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1968,12440625313
Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,1968,183200000
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,1968,21376353113
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,1968,326323105.3
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,1968,460442689.4
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,1968,7483685771
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,1968,444901960.8
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,1968,44999910
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,1968,150000000
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1968,849333333.3
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,1968,160818235.9
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,1968,66248441.42
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,1968,191767441.6
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1968,71829810520
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1968,18942729779
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,1968,7192102967
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1968,70846276051
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1968,1281281278
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,1968,1046191218
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,1968,251247457.8
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,1968,5960212869
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1968,773841494.3
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,1968,13505573867
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,1968,1079100000
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1968,3852147027
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1968,2582179864
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,1968,5932242991
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1968,31475548481
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1968,8823033880
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1968,166952937.1
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1968,1.29785E+11
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,1968,65186666.67
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,1968,294468564.2
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1968,1.0776E+11
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1968,1666666667
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,1968,41160065.86
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,1968,67514285.71
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,1968,10090675903
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1968,1610500000
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,1968,229750000
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1968,2716964388
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,1968,646800000
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,1968,367968799.7
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,1968,7076465300
India,IND,GDP (current US$),NY.GDP.MKTP.CD,1968,53085455871
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1968,3278584478
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,1968,8623172960
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1968,2896598841
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,1968,474399471.6
